"siteid","gvillcode","fi_cat","fi_mip","fi_for","fi_tenu","fi_crules","fi_cenfor","fi_grules","fi_genfor","fi_reqperm","fi_payperm","fi_whoperm"
"201031","201311",3,25,11,362,0,-8,0,-8,0,-8,-8
"201031","201312",4,27,21,332,0,-8,0,-8,0,-8,-8
"201031","201312",3,25,11,362,0,-8,0,-8,0,-8,-8
"201031","201312",1,3,11,362,0,-8,0,-8,0,-8,-8
"201031","201312",5,5,21,332,0,-8,0,-8,0,-8,-8
"201031","201312",6,877,11,362,0,-8,0,-8,0,-8,-8
"201031","201312",2,908,11,362,1,0,2,1,1,1,3
"201031","201313",1,3,31,362,1,0,2,0,0,-8,-8
"201031","201313",5,5,31,362,1,0,0,-8,0,-8,-8
"201031","201313",3,25,31,362,0,-8,0,-8,0,-8,-8
"201031","201313",6,9,31,362,1,0,2,0,1,0,1
"201031","201313",2,907,31,362,1,0,2,1,2,1,3
"201031","201313",4,27,31,362,1,0,0,-8,0,-8,-8
"201031","201314",2,907,31,362,1,0,2,1,2,1,3
"201031","201314",5,5,31,362,1,0,1,0,1,0,3
"201031","201314",6,9,31,362,1,0,1,0,1,0,3
"201031","201314",4,27,31,362,1,0,1,0,1,0,3
"201031","201314",1,912,31,362,1,0,1,0,1,0,3
"201031","201314",3,25,31,362,1,0,1,0,1,0,3
"202011","202101",5,579,10,122,0,-8,0,-8,0,-8,-8
"202011","202101",3,660,30,131,0,-8,2,4,0,-8,-8
"202011","202101",4,575,10,122,0,-8,0,-8,0,-8,-8
"202011","202101",1,3,10,122,1,1,1,1,2,1,3
"202011","202101",2,3,10,122,1,1,1,1,2,1,3
"202011","202102",3,660,30,131,2,2,2,4,1,0,4
"202011","202102",4,407,30,122,0,-8,0,-8,0,-8,-8
"202011","202102",2,659,30,131,0,-8,0,-8,0,-8,-8
"202011","202102",1,3,10,122,2,1,2,1,2,0,3
"202011","202102",5,5,10,122,0,-8,0,-8,0,-8,-8
"202012","202103",4,575,10,122,0,-8,0,-8,0,-8,-8
"202012","202103",3,660,30,131,0,-8,0,-8,0,-8,-8
"202012","202103",2,659,30,131,2,4,2,4,2,0,3
"202012","202103",1,3,10,122,0,-8,2,4,2,1,3
"202012","202104",1,3,10,122,1,4,2,2,0,-8,-8
"202012","202104",2,659,30,131,0,-8,0,-8,2,1,3
"202012","202104",3,660,30,131,0,-8,0,-8,0,-8,-8
"202012","202104",5,5,30,122,0,-8,0,-8,0,-8,-8
"202013","202105",1,3,10,122,0,-8,2,2,2,1,3
"202013","202105",4,575,10,122,0,-8,0,-8,-9,-8,-8
"202013","202105",2,659,30,131,0,-8,0,-8,0,-8,-8
"202013","202105",5,5,10,122,0,-8,0,-8,-9,-8,-8
"202013","202105",3,577,10,122,0,-8,1,2,2,1,3
"202013","202106",5,585,10,122,0,-8,0,-8,-9,-8,-8
"202013","202106",2,659,30,131,2,4,2,4,2,1,3
"202013","202106",4,575,10,122,0,-8,0,-8,-9,-8,-8
"202013","202106",6,660,30,131,0,-8,0,-8,0,-8,-8
"202013","202106",3,23,10,122,0,-8,0,-8,-9,-8,-8
"202013","202106",1,3,10,122,0,-8,2,4,0,-8,-8
"203011","203101",5,33,21,122,0,-8,0,-8,0,-8,-8
"203011","203101",5,2,21,122,0,-8,2,2,2,0,3
"203011","203101",4,27,21,122,0,-8,0,-8,0,-8,-8
"203011","203101",3,21,21,122,0,-8,0,-8,0,-8,-8
"203011","203101",1,3,21,122,0,-8,0,-8,0,-8,-8
"203011","203102",3,21,20,122,0,-8,0,-8,0,-8,-8
"203011","203102",1,3,20,122,0,-8,1,2,1,0,3
"203011","203102",5,33,20,122,0,-8,0,-8,0,-8,-8
"203011","203103",6,74,21,122,0,-8,0,-8,0,-8,-8
"203011","203103",5,33,21,122,1,1,2,2,0,-8,-8
"203011","203103",1,3,21,122,0,-8,2,2,0,-8,-8
"203011","203103",2,2,21,122,1,2,2,2,2,0,3
"203021","203201",3,21,21,122,0,-8,0,-8,0,-8,-8
"203021","203201",5,2,21,122,0,-8,2,2,2,0,3
"203021","203201",1,3,21,122,0,-8,0,-8,0,-8,-8
"203021","203201",4,27,21,122,0,-8,0,-8,0,-8,-8
"203021","203201",5,33,21,122,0,-8,0,-8,0,-8,-8
"203021","203202",5,33,21,122,0,-8,0,-8,0,-8,-8
"203021","203202",2,1,21,122,0,-8,2,4,2,0,3
"203021","203202",1,3,21,122,0,-8,2,2,0,-8,-8
"204011","204101",-9,2,10,172,0,-8,0,-8,0,-8,-8
"204011","204101",-9,5,10,172,0,-8,0,-8,0,-8,-8
"204011","204101",-9,4,10,172,0,-8,0,-8,0,-8,-8
"204011","204101",-9,3,10,172,2,4,0,-8,0,-8,-8
"204011","204102",-9,2,10,172,0,-8,0,-8,0,-8,-8
"204011","204102",-9,3,10,172,2,4,0,-8,0,-8,-8
"204011","204102",-9,1,10,172,0,-8,0,-8,0,-8,-8
"204011","204102",-9,4,10,172,0,-8,0,-8,0,-8,-8
"204011","204102",-9,5,10,172,0,-8,0,-8,0,-8,-8
"204013","204103",-9,1,31,112,0,-8,2,3,0,-8,-8
"204013","204104",-9,2,12,112,0,-8,2,3,0,-8,-8
"204013","204104",-9,5,12,112,0,-8,2,3,0,-8,-8
"204012","204105",-9,3,10,172,0,-8,0,-8,0,-8,-8
"204012","204105",-9,4,10,262,0,-8,0,-8,0,-8,-8
"204012","204105",-9,2,10,172,1,2,1,9,0,-8,-8
"204012","204105",-9,5,10,172,0,-8,0,-8,0,-8,-8
"204012","204106",-9,2,10,172,1,9,1,2,0,-8,-8
"204012","204106",-9,5,10,172,0,-8,0,-8,0,-8,-8
"204012","204106",-9,4,30,262,0,-8,0,-8,0,-8,-8
"204012","204106",-9,3,10,172,0,-8,0,-8,0,-8,-8
"204012","204106",-9,6,10,172,0,-8,0,-8,0,-8,-8
"204021","204201",1,3,-9,-9,-9,-9,-9,-9,-9,-9,-9
"204021","204201",6,385,112,332,0,-8,0,-8,1,0,9
"204021","204202",1,3,11,262,1,0,0,-8,1,0,9
"204021","204202",5,24,12,262,0,-8,0,-8,0,-8,-8
"205011","205101",3,23,12,121,0,-8,0,-8,0,-8,-8
"205011","205101",6,9,12,121,2,4,0,-8,1,0,1
"205011","205101",5,33,12,121,2,4,0,-8,1,0,1
"205011","205101",6,5,11,121,2,4,0,-8,1,0,1
"205011","205101",4,27,12,121,0,-8,2,2,1,1,2
"205011","205101",2,1,11,121,2,4,2,4,2,1,2
"205011","205101",1,3,11,121,2,4,0,-8,0,-8,-8
"205011","205102",6,9,12,121,2,4,0,-8,1,0,1
"205011","205102",3,23,12,121,0,-8,0,-8,0,-8,-8
"205011","205102",4,27,12,121,0,-8,2,2,1,1,2
"205011","205102",2,1,11,121,2,4,2,4,2,1,2
"205011","205102",6,5,11,121,2,4,0,-8,1,0,1
"205011","205102",5,33,12,121,2,4,0,-8,1,1,1
"205011","205102",1,3,11,121,2,4,0,-8,0,-8,-8
"205011","205103",2,1,11,121,2,4,2,4,1,1,2
"205011","205103",3,23,12,121,0,-8,0,-8,0,-8,-8
"205011","205103",6,5,11,121,2,4,0,-8,1,0,1
"205011","205103",1,3,11,121,2,4,0,-8,0,-8,-8
"205011","205103",5,33,12,121,2,4,0,-8,1,1,1
"205011","205103",4,27,12,121,0,-8,2,2,1,1,2
"205012","205104",3,23,12,121,0,-8,0,-8,0,-8,-8
"205012","205104",1,3,11,121,2,4,0,-8,0,-8,-8
"205012","205104",6,5,11,121,2,4,0,-8,1,0,1
"205012","205104",2,1,11,121,2,4,2,2,1,1,2
"205012","205104",4,27,12,121,1,2,2,2,1,1,2
"205012","205104",5,33,12,121,2,4,0,-8,1,1,1
"205012","205105",6,9,12,121,2,4,0,-8,1,0,1
"205012","205105",5,33,12,121,2,4,0,-8,1,1,1
"205012","205105",1,3,11,121,2,4,0,-8,0,-8,-8
"205012","205105",4,27,12,121,0,-8,2,2,1,1,2
"205012","205105",2,1,11,121,2,4,2,4,1,1,2
"205012","205105",6,5,11,121,2,4,0,-8,1,0,1
"205012","205105",3,23,12,121,0,-8,0,-8,0,-8,-8
"205021","205201",5,33,20,121,2,2,1,2,1,1,2
"205021","205201",3,25,10,122,0,-8,1,0,0,-8,-8
"205021","205201",6,1408,20,121,1,2,0,-8,1,0,2
"205021","205201",1,3,20,121,2,2,2,2,1,1,2
"205021","205201",2,1,20,121,2,4,2,2,2,1,2
"205021","205201",4,27,10,122,0,-8,1,0,0,-8,-8
"205022","205202",5,33,10,122,1,2,1,0,1,0,9
"205022","205202",6,1408,10,122,0,-8,0,-8,0,-8,-8
"205022","205202",4,27,10,122,0,-8,1,0,0,-8,-8
"205022","205202",1,3,10,122,1,2,1,1,1,0,9
"205022","205202",3,25,10,122,0,-8,0,-8,0,-8,-8
"205022","205202",2,1,10,122,1,2,2,1,1,1,3
"207011","207101",3,21,10,112,0,-8,0,-8,0,-8,-8
"207011","207101",4,52,10,112,1,1,2,1,0,-8,-8
"207011","207101",1,3,10,112,2,4,2,4,1,0,3
"207011","207101",6,59,10,112,0,-8,0,-8,0,-8,-8
"207011","207102",4,27,30,212,1,0,1,0,0,-8,-8
"207011","207102",3,574,30,212,0,-8,0,-8,0,-8,-8
"207011","207102",1,3,30,112,0,-8,0,-8,0,-8,-8
"207011","207102",5,33,10,112,2,4,0,-8,0,-8,-8
"207011","207103",6,59,10,111,0,-8,0,-8,0,-8,-8
"207011","207103",4,52,10,112,2,1,2,1,0,-8,-8
"207011","207103",1,3,10,112,0,-8,0,-8,0,-8,-8
"207011","207104",4,27,10,112,0,-8,0,-8,0,-8,-8
"207011","207104",1,3,30,212,0,-8,0,-8,0,-8,-8
"207011","207104",5,33,30,212,1,1,0,-8,1,0,4
"207011","207105",1,3,30,212,2,1,0,-8,0,-8,-8
"207011","207105",1,3,10,112,2,1,0,-8,0,-8,-8
"207011","207105",3,53,10,112,1,3,2,3,0,-8,-8
"207011","207105",5,33,10,112,2,3,0,-8,1,0,3
"207011","207106",5,33,30,212,1,3,0,-8,0,-8,-8
"207011","207106",1,3,30,112,1,1,0,-8,0,-8,-8
"208011","208101",1,3,12,332,0,-8,0,-8,1,1,2
"208011","208101",4,58,12,121,0,-8,0,-8,1,0,2
"208011","208101",3,52,12,332,0,-8,0,-8,0,-8,-8
"208011","208101",5,25,12,121,0,-8,0,-8,0,-8,-8
"208011","208101",2,1,12,121,2,1,2,1,1,1,2
"208011","208101",6,736,12,121,0,-8,2,2,2,1,1
"208011","208102",3,21,11,113,0,-8,1,0,0,-8,-8
"208011","208102",1,3,12,113,0,-8,1,0,0,-8,-8
"208011","208103",1,3,10,332,0,-8,1,0,0,-8,-8
"208011","208103",3,23,10,332,0,-8,0,-8,0,-8,-8
"208011","208104",6,9,20,121,0,-8,0,-8,1,0,2
"208011","208104",3,25,20,121,0,-8,0,-8,0,-8,-8
"208011","208104",1,3,20,121,0,-8,0,-8,0,-8,-8
"208011","208104",4,27,20,121,0,-8,0,-8,0,-8,-8
"208011","208104",5,21,20,121,0,-8,0,-8,0,-8,-8
"208011","208104",2,1,20,121,0,-8,0,-8,1,0,2
"208011","208105",1,3,12,113,0,-8,1,1,1,0,2
"208011","208105",2,1,12,113,0,-8,1,1,1,0,2
"208012","208106",1,3,12,113,0,-8,1,0,0,-8,-8
"208012","208107",1,3,12,113,0,-8,2,1,0,-8,-8
"208012","208107",2,1,11,113,0,-8,2,1,0,-8,-8
"208012","208108",2,1,12,111,0,-8,2,0,0,-8,-8
"208012","208108",6,9,12,113,0,-8,2,0,0,-8,-8
"208012","208108",1,3,12,112,0,-8,2,0,0,-8,-8
"208012","208109",1,102,12,112,0,-8,0,-8,0,-8,-8
"208012","208109",2,1,12,121,0,-8,1,1,0,-8,-8
"208012","208110",6,9,12,332,1,1,2,1,0,-8,-8
"208012","208110",1,3,12,332,1,1,2,1,0,-8,-8
"208013","208111",6,8,11,113,0,-8,1,0,0,-8,-8
"208013","208112",2,1,12,112,0,-8,1,1,0,-8,-8
"208013","208112",1,3,11,113,0,-8,1,1,0,-8,-8
"208013","208113",1,3,11,112,0,-8,1,1,0,-8,-8
"208013","208114",2,1,11,112,0,-8,2,1,1,1,4
"208013","208115",1,3,11,113,2,2,1,1,0,-8,-8
"208013","208115",2,1,12,112,2,2,1,1,0,-8,-8
"301011","301101",4,27,10,113,0,-8,1,0,0,-8,-8
"301011","301102",1,3,10,113,0,-8,1,0,0,-8,-8
"301011","301103",1,3,10,113,0,-8,1,0,0,-8,-8
"301011","301104",1,3,10,113,0,-8,1,0,0,-8,-8
"301011","301105",1,3,10,113,0,-8,1,0,0,-8,-8
"302011","302101",5,33,10,121,1,4,0,-8,1,1,-9
"302011","302101",1,3,10,121,1,4,0,-8,2,1,-9
"302011","302101",2,2,10,121,1,4,0,-8,2,1,2
"302011","302101",4,27,10,121,1,0,0,-8,0,-8,-8
"302011","302102",5,33,10,121,2,4,2,0,1,1,-9
"302011","302102",1,3,10,121,2,4,2,0,0,-8,-8
"302011","302102",2,2,10,121,0,-8,2,0,2,1,2
"302011","302103",2,1,10,121,0,-8,1,1,2,0,2
"302011","302103",1,3,10,121,0,-8,1,1,0,-8,-8
"302012","302104",2,2,10,121,0,-8,-9,-9,2,1,2
"302012","302104",1,3,10,121,0,-8,0,-8,1,-9,2
"302012","302105",2,2,30,121,0,-8,2,0,2,0,2
"302012","302105",5,33,30,121,2,4,2,0,0,-8,-8
"302011","302106",5,33,30,121,0,-8,2,0,0,-8,-8
"302011","302106",1,3,30,121,0,-8,2,0,0,-8,-8
"302012","302107",2,2,10,121,0,-8,-9,-9,2,0,2
"302012","302108",2,2,10,121,0,-8,-9,-9,2,0,2
"302012","302110",2,2,10,121,0,-8,-9,-9,2,1,2
"302012","302111",5,33,10,121,2,4,0,-8,1,0,-9
"302012","302111",1,3,10,121,2,4,0,-8,1,0,2
"302012","302111",2,2,10,121,0,-8,0,-8,1,0,2
"302012","302112",2,2,10,121,0,-8,-9,-9,2,1,2
"302011","302113",2,1,10,121,0,-8,-9,-9,2,1,2
"302012","302114",2,2,10,121,0,-8,-9,-9,2,1,2
"302012","302114",5,33,10,121,0,-8,-9,-9,0,-8,-8
"302011","302115",2,2,10,121,0,-8,-9,-9,2,1,2
"302011","302116",2,2,10,121,0,-8,-9,-9,2,0,2
"302011","302117",2,1,10,121,0,-8,0,-8,2,0,2
"302012","302118",1,3,10,121,0,-8,1,0,0,-8,-8
"302012","302118",2,2,10,121,0,-8,1,0,2,0,2
"302012","302119",2,2,10,121,0,-8,1,0,2,1,2
"302012","302120",2,2,10,121,0,-8,-9,-9,1,0,2
"302012","302121",2,2,10,121,0,-8,-9,-9,2,1,2
"302012","302122",2,2,10,121,0,-8,-9,-9,2,0,2
"302021","302201",5,33,12,123,0,-8,1,0,0,-8,-8
"302021","302201",1,3,12,123,0,-8,1,0,0,-8,-8
"302021","302201",2,2,12,123,0,-8,1,1,0,-8,-8
"302022","302202",1,3,31,112,0,-8,2,1,1,0,3
"302022","302202",5,33,11,123,0,-8,1,0,0,-8,-8
"302022","302202",2,1,11,123,0,-8,1,1,0,-8,-8
"302022","302203",5,33,11,112,0,-8,2,0,0,-8,-8
"302022","302203",2,1,11,112,0,-8,2,2,0,-8,-8
"302022","302203",1,3,31,112,0,-8,2,1,1,0,3
"302022","302204",5,33,11,123,0,-8,1,0,0,-8,-8
"302022","302204",1,3,11,123,0,-8,1,0,0,-8,-8
"302022","302204",2,1,11,123,0,-8,1,1,0,-8,-8
"302021","302205",5,33,11,123,0,-8,1,0,0,-8,-8
"302021","302205",1,3,11,123,0,-8,1,0,0,-8,-8
"302021","302205",2,2,11,123,0,-8,1,0,0,-8,-8
"302022","302206",2,1,11,122,0,-8,2,3,1,0,3
"302022","302206",5,33,11,122,0,-8,2,1,1,0,3
"302022","302206",1,3,11,122,0,-8,2,1,1,0,3
"303011","303101",4,27,10,122,2,1,2,1,1,0,2
"303011","303101",1,3,10,122,2,1,2,1,1,0,2
"303011","303101",3,1,10,122,2,1,2,1,1,0,2
"303011","303101",2,23,10,122,2,1,2,1,1,0,2
"303011","303103",5,3,10,122,0,-8,0,-8,0,-8,-8
"303011","303104",1,3,20,122,1,1,2,1,0,-8,-8
"303011","303105",1,3,11,122,2,4,2,4,0,-8,-8
"303011","303105",4,27,11,122,0,-8,0,-8,0,-8,-8
"303011","303105",3,23,11,122,0,-8,0,-8,0,-8,-8
"303011","303105",2,1,30,222,2,4,0,-8,1,0,2
"303011","303106",3,23,10,222,0,-8,0,-8,0,-8,-8
"303011","303106",4,27,10,222,0,-8,0,-8,0,-8,-8
"303011","303106",2,2,20,222,2,1,0,-8,1,0,1
"303011","303106",1,3,10,222,0,-8,0,-8,0,-8,-8
"303011","303108",1,3,10,222,0,-8,0,-8,0,-8,-8
"303011","303109",1,3,20,122,2,4,2,4,0,-8,-8
"303011","303110",1,3,20,222,1,1,0,-8,1,0,1
"303011","303111",1,3,10,122,2,2,1,1,0,-8,-8
"303011","303112",2,1,30,122,1,1,1,0,1,0,2
"303011","303112",1,3,11,122,1,0,0,-8,1,0,2
"303011","303112",3,21,11,122,0,-8,0,-8,0,-8,-8
"303011","303112",4,27,11,122,1,1,0,-8,1,0,2
"303011","303113",6,34,10,222,2,1,0,-8,0,-8,-8
"303011","303113",2,2,30,222,2,1,0,-8,1,1,2
"303011","303113",4,27,10,222,2,1,0,-8,0,-8,-8
"303011","303113",1,3,10,222,2,1,0,-8,0,-8,-8
"303011","303113",3,23,10,222,2,1,0,-8,0,-8,-8
"303011","303115",1,3,10,122,2,1,1,1,1,0,4
"303011","303116",2,1,30,122,0,-8,0,-8,1,0,3
"303011","303116",1,3,30,122,0,-8,0,-8,1,0,3
"303011","303116",6,2,10,122,0,-8,0,-8,1,0,3
"303011","303117",1,3,20,122,1,2,1,2,0,-8,-8
"303011","303118",1,3,10,223,0,-8,1,0,0,-8,-8
"303011","303119",4,27,10,121,2,0,0,-8,1,0,3
"303011","303119",3,23,10,121,2,0,0,-8,1,0,3
"303011","303119",6,3,30,121,2,0,0,-8,1,0,3
"303011","303119",1,3,10,121,2,0,0,-8,1,0,3
"303011","303120",2,2,30,222,2,4,0,-8,1,1,1
"303011","303120",3,23,10,222,2,4,0,-8,0,-8,-8
"303011","303120",1,3,10,222,2,4,0,-8,0,-8,-8
"303012","303121",1,3,20,121,1,1,1,1,0,-8,-9
"303012","303122",1,3,20,121,2,1,1,1,1,0,2
"303012","303123",1,3,20,121,2,1,1,1,1,1,2
"303012","303124",1,3,20,121,2,1,2,0,1,1,3
"303012","303125",1,3,20,121,1,1,2,1,1,1,3
"303012","303126",1,3,20,121,2,1,2,1,0,-8,-9
"303012","303127",1,3,20,121,2,4,2,4,1,1,3
"303012","303128",1,3,20,121,2,1,1,1,1,0,3
"303012","303129",1,3,20,121,0,-8,1,1,0,-8,-8
"303012","303130",1,3,20,121,0,-8,2,1,1,1,3
"303012","303131",1,3,20,121,1,0,1,0,0,-8,-8
"304011","304101",3,62,10,3,1,0,1,1,0,-8,-8
"304011","304101",4,18,10,3,0,-8,1,3,0,-8,-8
"304011","304101",5,34,10,3,1,4,1,0,0,-8,-8
"304011","304101",1,3,10,3,2,2,1,4,0,-8,-8
"304011","304101",2,2,10,3,2,4,1,0,1,-9,-9
"304012","304102",4,18,10,3,0,-8,0,-8,0,-8,-8
"304012","304102",1,3,10,3,2,4,2,4,0,-8,3
"304012","304102",2,2,10,3,2,2,2,4,1,1,3
"304012","304102",5,34,10,3,0,-8,0,-8,0,-8,-8
"304012","304102",3,24,10,3,0,-8,0,-8,0,-8,-8
"305011","305101",1,3,12,121,2,1,1,0,0,-8,-8
"305011","305102",6,10,12,121,2,1,1,1,2,0,3
"305012","305103",3,21,11,121,2,1,1,0,0,-8,-8
"305012","305104",1,3,11,121,2,1,1,0,0,-8,-8
"305012","305105",1,3,11,121,2,1,1,0,0,-8,-8
"306011","306101",1,3,11,332,2,2,0,-8,0,-8,-8
"306011","306101",2,1,10,111,0,-8,2,2,2,1,3
"306011","306101",5,8,11,111,0,-8,2,2,1,0,3
"306011","306101",3,51,11,111,2,0,2,2,1,0,9
"306011","306101",4,27,10,111,0,-8,0,-8,0,-8,-8
"306011","306102",4,1,11,111,0,-8,2,2,0,-8,-8
"306011","306102",2,1,11,111,0,-8,2,2,2,1,3
"306011","306102",1,3,11,363,1,0,2,2,0,-8,-8
"306011","306102",3,51,11,111,0,-8,2,2,0,-8,-8
"306011","306102",5,8,11,111,0,-8,2,2,2,1,3
"306011","306103",1,3,11,332,0,-8,0,-8,0,-8,-8
"306011","306103",4,4,11,111,0,-8,2,2,0,-8,-8
"306011","306103",3,51,11,132,0,-8,2,2,0,-8,-8
"306011","306103",6,37,11,111,0,-8,2,2,0,-8,-8
"306011","306103",2,1,11,131,0,-8,2,4,2,0,3
"306011","306103",5,9,12,362,0,-8,0,-8,0,-8,-8
"306011","306104",4,4,11,111,0,-8,2,2,0,-8,-8
"306011","306104",6,9,12,333,0,-8,2,2,0,-8,-8
"306011","306104",1,3,11,111,0,-8,2,2,2,1,3
"306011","306104",3,51,11,111,0,-8,2,2,2,1,3
"306011","306104",2,1,11,111,0,-8,2,2,2,1,3
"306011","306105",2,1,11,322,1,1,2,2,1,1,3
"306011","306105",3,51,11,322,0,-8,2,2,1,0,3
"306011","306106",2,1,11,111,0,-8,2,0,2,1,3
"306011","306106",1,3,30,332,0,-8,0,-8,0,-8,-8
"306011","306106",3,51,11,111,0,-8,2,2,0,-8,-8
"306011","306106",4,27,11,111,0,-8,2,2,0,-8,-8
"306011","306107",2,2,11,111,0,-8,2,2,2,1,3
"306011","306107",3,51,12,333,2,2,2,0,0,-8,-8
"306011","306107",4,4,11,333,0,-8,2,2,1,0,3
"306011","306107",1,3,12,363,0,-8,2,2,1,0,1
"306011","306107",5,7,12,333,2,2,0,-8,1,0,9
"306011","306108",2,1,11,332,0,-8,2,2,2,1,3
"306011","306108",6,8,11,111,0,-8,2,1,2,0,3
"306011","306108",4,4,11,111,0,-8,2,2,1,0,3
"306011","306109",4,27,11,111,0,-8,2,0,2,0,9
"306011","306109",6,9,12,332,0,-8,0,-8,0,-8,-8
"306011","306109",5,4,12,332,0,-8,0,-8,0,-8,-8
"306011","306110",1,102,11,362,1,0,2,2,0,-8,-8
"306011","306110",3,51,11,332,1,1,2,2,1,0,9
"306011","306110",2,1,11,131,0,-8,2,2,2,1,3
"306011","306110",4,4,11,111,0,-8,2,2,1,0,3
"306011","306110",5,8,11,111,0,-8,2,2,2,0,3
"306011","306111",5,37,11,111,0,-8,0,-8,0,-8,-8
"306011","306111",6,9,12,332,1,9,0,-8,0,-8,-8
"306011","306111",2,1,11,363,2,2,0,-8,2,1,3
"306011","306112",6,8,11,131,0,-8,2,1,1,0,3
"306011","306112",3,51,11,113,2,4,2,2,0,-8,-8
"306011","306112",4,4,11,113,0,-8,2,2,0,-8,-8
"306011","306112",2,2,12,363,0,-8,2,2,2,1,3
"306011","306112",5,9,12,262,1,2,0,-8,0,-8,-8
"306011","306112",1,3,12,363,2,1,2,2,1,0,3
"306011","306113",5,9,12,332,0,-8,2,2,0,-8,-8
"306011","306113",2,1,11,111,0,-8,2,2,2,1,3
"306011","306114",4,4,11,111,0,-8,2,4,1,0,9
"306011","306114",3,51,11,111,0,-8,2,4,0,-8,-8
"306011","306114",5,8,11,111,0,-8,2,4,1,0,9
"306011","306114",2,1,11,331,0,-8,2,4,2,1,3
"306011","306115",6,8,12,111,0,-8,0,-8,0,-8,-8
"306011","306115",5,37,11,111,0,-8,2,2,0,-8,-8
"306011","306115",3,51,11,111,1,1,2,1,0,-8,-8
"306011","306115",2,1,11,111,0,-8,2,4,1,1,3
"306011","306115",1,3,11,111,0,-8,2,4,0,-8,-8
"306011","306115",4,4,11,111,0,-8,2,2,0,-8,-8
"306021","306201",3,51,32,131,0,-8,0,-8,0,-8,-8
"306021","306201",5,37,80,332,0,-8,0,-8,0,-8,-8
"306021","306201",1,3,32,131,0,-8,2,2,0,-8,-8
"306021","306201",4,27,80,332,0,-8,0,-8,0,-8,-8
"306021","306201",2,2,32,131,0,-8,2,2,2,1,3
"306021","306202",3,51,30,111,0,-8,1,4,0,-8,-8
"306021","306202",1,3,30,111,0,-8,0,-8,0,-8,-8
"306021","306202",4,27,30,111,0,-8,0,-8,0,-8,-8
"306021","306202",5,33,30,111,0,-8,0,-8,0,-8,-8
"306021","306202",2,1,30,111,0,-8,1,4,2,1,3
"306021","306203",3,21,10,221,0,-8,2,2,0,-8,-8
"306021","306203",1,3,10,221,2,2,0,-8,0,-8,-8
"306021","306203",2,1,10,221,2,2,2,2,2,1,3
"306021","306203",4,27,10,221,0,-8,0,-8,0,-8,-8
"306021","306204",4,27,10,221,0,-8,0,-8,0,-8,-8
"306021","306204",5,33,10,221,0,-8,0,-8,0,-8,-8
"306021","306204",3,51,10,221,2,2,0,-8,0,-8,-8
"306021","306204",2,1,10,221,0,-8,1,4,1,1,3
"306021","306204",1,3,10,331,0,-8,0,-8,0,-8,-8
"306021","306205",4,27,10,232,0,-8,0,-8,0,-8,-8
"306021","306205",5,33,10,232,0,-8,0,-8,0,-8,-8
"306021","306205",2,1,30,331,0,-8,2,2,2,1,3
"306021","306205",1,3,30,322,0,-8,1,2,0,-8,-8
"306021","306205",3,21,10,232,0,-8,0,-8,0,-8,-8
"306021","306206",2,1,10,221,2,4,2,2,2,1,3
"306021","306206",5,33,10,332,0,-8,0,-8,0,-8,-8
"306021","306206",3,21,10,332,0,-8,0,-8,0,-8,-8
"306021","306206",4,27,10,332,0,-8,0,-8,0,-8,-8
"306021","306206",1,3,30,111,0,-8,0,-8,0,-8,-8
"306021","306207",2,1,30,122,0,-8,2,2,1,1,3
"306021","306207",4,27,30,122,0,-8,0,-8,0,-8,-8
"306021","306207",3,51,30,122,0,-8,0,-8,0,-8,-8
"306021","306207",1,102,30,122,2,2,2,2,0,-8,-8
"306021","306208",2,1,12,332,0,-8,2,2,2,1,3
"306021","306208",3,51,12,332,0,-8,2,2,2,1,2
"306021","306208",4,27,12,332,0,-8,0,-8,0,-8,-8
"306021","306208",1,3,32,332,0,-8,2,2,2,1,3
"306021","306209",2,2,30,122,0,-8,1,2,2,1,3
"306021","306209",5,34,30,121,0,-8,1,1,2,1,3
"306021","306209",3,51,30,122,0,-8,0,-8,0,-8,-8
"306021","306209",1,3,30,122,0,-8,0,-8,0,-8,-8
"306021","306210",1,3,30,131,0,-8,2,2,2,1,3
"306021","306210",3,51,30,313,0,-8,2,2,0,-8,-8
"306021","306210",2,1,30,323,0,-8,2,2,2,1,3
"306021","306210",4,27,30,323,0,-8,0,-8,0,-8,-8
"306021","306211",1,3,32,221,0,-8,2,2,0,-8,-8
"306021","306211",3,51,10,221,0,-8,0,-8,0,-8,-8
"306021","306211",2,1,32,332,2,1,1,1,2,1,3
"306021","306212",4,27,30,132,0,-8,0,-8,0,-8,-8
"306021","306212",5,33,30,132,0,-8,0,-8,0,-8,-8
"306021","306212",3,51,30,132,0,-8,2,1,0,-8,-8
"306021","306212",1,3,30,132,0,-8,0,-8,0,-8,-8
"306021","306212",2,2,30,132,0,-8,0,-8,0,-8,-8
"306021","306213",3,51,30,121,0,-8,2,2,0,-8,-8
"306021","306213",4,2,30,212,0,-8,0,-8,0,-8,-8
"306021","306213",2,2,30,121,0,-8,2,2,2,0,3
"306021","306214",3,51,30,111,0,-8,2,2,0,-8,-8
"306021","306214",1,3,30,111,0,-8,0,-8,0,-8,-8
"306021","306214",2,1,30,111,0,-8,2,2,1,0,3
"306021","306215",3,51,30,331,1,1,1,4,0,-8,-8
"306021","306215",5,33,30,331,2,2,0,-8,0,-8,-8
"306021","306215",1,3,30,331,1,0,0,-8,0,-8,-8
